UNIQUE_ID,MONTH,AGE,GENDER,OFFENCE,OUTCOME,LENGTH,PREV_CONVICTIONS,DRG_CLASS,DRG_CATEGORY,DRG_CULPABILITY,DRG_HARM,DRG_INCREASING_SER_STAT_1,DRG_INCREASING_SER_STAT_2,DRG_INCREASING_SER_STAT_3,DRG_INCREASING_SER_STAT_4,DRG_INCREASING_SER_STAT_NONE,DRG_INCREASING_SER_OTHER_1,DRG_INCREASING_SER_OTHER_2,DRG_INCREASING_SER_OTHER_3,DRG_INCREASING_SER_OTHER_4,DRG_INCREASING_SER_OTHER_5,DRG_INCREASING_SER_OTHER_6,DRG_INCREASING_SER_OTHER_7,DRG_INCREASING_SER_OTHER_8,DRG_INCREASING_SER_OTHER_9,DRG_INCREASING_SER_OTHER_10,DRG_INCREASING_SER_OTHER_11,DRG_INCREASING_SER_OTHER_12,DRG_INCREASING_SER_OTHER_13,DRG_INCREASING_SER_OTHER_14,DRG_INCREASING_SER_OTHER_15,DRG_INCREASING_SER_OTHER_16,DRG_INCREASING_SER_OTHER_17,DRG_INCREASING_SER_OTHER_18,DRG_INCREASING_SER_OTHER_19,DRG_INCREASING_SER_OTHER_20,DRG_INCREASING_SER_OTHER_21,DRG_INCREASING_SER_OTHER_NONE,DRG_REDUCING_SER_1,DRG_REDUCING_SER_2,DRG_REDUCING_SER_3,DRG_REDUCING_SER_4,DRG_REDUCING_SER_5,DRG_REDUCING_SER_6,DRG_REDUCING_SER_7,DRG_REDUCING_SER_8,DRG_REDUCING_SER_9,DRG_REDUCING_SER_10,DRG_REDUCING_SER_11,DRG_REDUCING_SER_12,DRG_REDUCING_SER_13,DRG_REDUCING_SER_14,DRG_REDUCING_SER_15,DRG_REDUCING_SER_16,DRG_REDUCING_SER_NONE,GUILT_IND_POLICE,GP_STAGE,GP_DISCOUNT,GP_FIRST_OPP
sc-drg-141234-005428,May,45 to 54,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Other Class B,Not Answered,Significant role,3-Street Dealer,-,-,Offence committed on bail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005429,January,35 to 44,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005430,April,25 to 34,Male,Supplying,Immediate custody,Over 6 months to less than 12,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Not Answered,"Up to, or at, the PCMH",33%,Not Answered
sc-drg-141234-005431,February,45 to 54,Male,Possession with intent to supply,SSO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Not Answered,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",25%,No
sc-drg-141234-005432,February,18 to 24,Female,Possession,CO,-,None,Cannabis or Cannabis resin,3,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,Not Answered,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005433,February,18 to 24,Male,Supplying,SSO,-,Not answered,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,-,-,-,Determination/demonstration to address addiction/behaviour,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,Not Answered,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005434,February,25 to 34,Female,Conspiracy to supply,Immediate custody,Over 18 months and up to 3 years,None,Heroin,Not Answered,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,Offender's vulnerability exploited,Remorse,-,-,-,-,Mental disorder/learning disability,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005435,January,Over 54,Male,Production/being concerned in production/cultivation,CO,-,None,Cannabis or Cannabis resin,Not Answered,Lesser role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,Serious medical conditions,-,-,-,-,Offender using cannabis to help with diagnosed medical condition,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-005436,February,Over 54,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,2,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,On-going/large scale evidenced by specialist equipment,-,Use of premises with unlawful access to utility supply,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,Determination/demonstration to address addiction/behaviour,Serious medical conditions,-,-,-,Offender addicted to same drug,-,-,Don't know,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005437,June,25 to 34,Male,Possession with intent to supply,Immediate custody,Up to 3 months,None,Cannabis or Cannabis resin,Not Answered,Lesser role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005438,February,35 to 44,Male,Possession with intent to supply,SSO,-,None,Class C,Not Answered,Lesser role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005439,February,18 to 24,Male,Production/being concerned in production/cultivation,CO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Not Answered,Not Answered,-,Not Answered
sc-drg-141234-005440,April,35 to 44,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,Serious medical conditions,-,-,-,-,Offender using cannabis to help with diagnosed medical condition,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-005441,June,35 to 44,Male,Possession with intent to supply,SSO,-,None,Cocaine,Not Answered,Lesser role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005442,October,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 12 months and up to 18 months,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Answered,10%,No
sc-drg-141234-005443,May,25 to 34,Male,Possession with intent to supply,SSO,-,None,Heroin,Not Answered,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,Not Asked,-,Not Asked
sc-drg-141234-005444,March,25 to 34,Male,Production/being concerned in production/cultivation,SSO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005445,March,25 to 34,Male,Production/being concerned in production/cultivation,SSO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005446,September,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 12 months and up to 18 months,None,Cocaine,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005447,September,45 to 54,Male,Possession,Discharge,-,None,Cannabis or Cannabis resin,Not answered,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Not Answered
sc-drg-141234-005448,September,35 to 44,Male,Possession,Immediate custody,Up to 3 months,4 to 9,Heroin,3,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Answered,33%,Yes
sc-drg-141234-005449,September,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Cocaine,Not Answered,Lesser role,Not Answered,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,Offender's vulnerability exploited,-,-,-,-,-,-,-,-,-,-,No,"On, or after, the day of trial",10%,No
sc-drg-141234-005450,December,45 to 54,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,2,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,-,Offender using cannabis to help with diagnosed medical condition,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005451,September,25 to 34,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Don't know,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005452,November,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,On licence,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,-,-,No previous relevant convictions,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005453,November,18 to 24,Male,Possession with intent to supply,Immediate custody,12 months,1 to 3,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005454,November,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,None,Cocaine,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,Attempt to conceal/dispose of evidence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Involvement due to pressure/intimidation/coercion,-,-,-,-,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005455,November,45 to 54,Male,Possession with intent to supply,Immediate custody,4 Years,4 to 9,Cocaine,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Not Answered
sc-drg-141234-005456,November,35 to 44,Male,Possession with intent to supply,Immediate custody,12 months,4 to 9,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005457,February,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 12 months and up to 18 months,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",15%,No
sc-drg-141234-005458,April,25 to 34,Male,Possession,SSO,-,1 to 3,Cannabis or Cannabis resin,3,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",25%,No
sc-drg-141234-005459,July,35 to 44,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Answered,Significant role,2,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005460,March,25 to 34,Male,Possession,Immediate custody,Over 12 months and up to 18 months,None,Cocaine,3,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005461,October,35 to 44,Male,Possession with intent to supply,Fine,-,None,Cocaine,Not Answered,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,Isolated incident,-,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-005462,April,45 to 54,Male,Production/being concerned in production/cultivation,Immediate custody,4 Years,None,Not Answered,Not Answered,Significant role,2,-,-,-,-,None stated,Sophisticated nature of concealment/attempts to avoid detection,-,-,-,-,-,-,-,-,-,-,Level of profit element,Premises adapted to facilitate drug activity,-,Length of time premises used,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",10%,Yes
sc-drg-141234-005463,August,18 to 24,Male,Possession,Fine,-,4 to 9,Cannabis or Cannabis resin,3,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005464,November,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,None,Cocaine,Not Answered,Significant role,3-Street Dealer,-,-,Offence committed on bail,-,-,-,-,-,Presence of weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",25%,No
sc-drg-141234-005465,November,25 to 34,Male,Production/being concerned in production/cultivation,Immediate custody,Over 12 months and up to 18 months,None,Other Class A,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,Mistaken belief regarding type of drug,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005466,December,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 6 months to less than 12,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005467,December,18 to 24,Female,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,Sole/primary carer for dependent relatives,-,-,-,Yes,"Up to, or at, the PCMH",-,Yes
sc-drg-141234-005468,December,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 3 months and up to 6 months,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005469,January,18 to 24,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,Involvement due to pressure/intimidation/coercion,-,Isolated incident,-,No previous relevant convictions,Offender's vulnerability exploited,-,-,Determination/demonstration to address addiction/behaviour,-,Age/lack of maturity affecting responsibility,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005470,February,25 to 34,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Answered,Significant role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,-,-,Isolated incident,-,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc-drg-141234-005471,February,25 to 34,Male,Production/being concerned in production/cultivation,CO,-,1 to 3,Cannabis or Cannabis resin,Not Answered,Lesser role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,Isolated incident,Low purity,-,-,Remorse,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",25%,No
